업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),공동수급,투찰
공사,20190115343-00,일반,2019년 서울대공원 전기시설물 유지보수공사(연간단가),서울특별시,서울특별시,지역제한,2019/01/16 16:39(2019/01/24 14:00),,마감
용역,20190114925-00,일반,용봉중 등 2교(무등초) 냉난방시설개선 전기공사 설계용역 소액수의계약 견적서 제출 안내 공고,광주광역시교육청 광주광역시동부교육지원청,광주광역시교육청 광주광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 16:02(2019/01/22 10:00),,마감
용역,20190114900-00,일반,용두초 등 2교(신광중) 냉난방시설개선 전기공사 설계용역 소액수의계약 견적서 제출 안내 공고,광주광역시교육청 광주광역시동부교육지원청,광주광역시교육청 광주광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 15:53(2019/01/22 10:00),,마감
용역,20190114922-00,일반,계양중학교 특별교실 증축 전기(통신,소방포함)공사 설계용역,인천광역시교육청 인천광역시서부교육지원청,인천광역시교육청 인천광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 15:52(2019/01/22 10:00),,마감
용역,20190114204-00,일반,2019 도시공원 전기설비 점검용역,충청남도 천안시 도시건설사업소,충청남도 천안시 도시건설사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 15:51(2019/01/22 10:00),,마감
용역,20190114904-00,일반,인천계양초등학교 특별교실 증축 및 옥상방수 전기(통신,소방포함)공사 설계용역,인천광역시교육청 인천광역시서부교육지원청,인천광역시교육청 인천광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 15:50(2019/01/22 10:00),,마감
용역,20190114863-00,일반,용봉초 등 3교(서림초,운암중) 냉난방시설개선 전기공사 설계용역 소액수의 견적서 제출 안내,광주광역시교육청 광주광역시동부교육지원청,광주광역시교육청 광주광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 15:47(2019/01/22 10:00),,마감
공사,20190115070-00,긴급,상일미디어고등학교 수배전시설개선 전기공사(긴급)입찰공고,서울특별시교육청 상일미디어고등학교,서울특별시교육청 상일미디어고등학교,지역제한,2019/01/16 15:08(2019/01/24 10:00),,마감
공사,B3201900112-00,일반,송산글로벌연구교육센터 건립 전기시설공사,한국수자원공사,한국수자원공사 재무관리처, ,2019/01/16 15:00(2019/02/01 14:00),,한국수자원공사 이동
공사,20190115026-00,일반,대촌중앙초 컨테이너교실 설치 전기공사 수의견적 제출 안내 공고,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 14:51(2019/01/22 10:00),,마감
공사,1900119-00,일반,문산선유5 2BL 아파트 전기공사 6공구(국임,행복720호),한국토지주택공사,한국토지주택공사,제한경쟁,2019/01/16 14:50(2019/02/26 14:00),,한국토지주택공사 이동
물품,20190115011-00,긴급,전기자재 구매(연간단가계약),한종산업개발 주식회사,삼중환경기술주식회사,제한(총액),2019/01/16 14:49(2019/01/23 12:00),,마감
물품,20190114849-00,긴급,대형승합차[전기굴절버스(친환경, 대용량 첨단BRT차량)] 구매,조달청 대전지방조달청,세종도시교통공사,일반(총액)규격가격동시,2019/01/16 14:42(2019/01/31 10:00),,마감
공사,20190113107-00,일반,등기전산정보센터 신축 제1차 전기공사,조달청 대전지방조달청,대법원,일반경쟁,2019/01/16 14:33(2019/02/14 10:00),마감,마감
물품,20190114942-00,일반,자동전기영동장치 구매,울산광역시 보건환경연구원,울산광역시 보건환경연구원,수의(총액)소액수의,2019/01/16 14:21(2019/01/24 10:00),,마감
공사,20190113894-01,취소,인천병원 외래재활센터 설치공사(전기),근로복지공단본부,근로복지공단본부,제한경쟁,2019/01/16 14:19(2019/01/21 10:00),,
공사,20190114899-00,일반,문척 간전 지방상수도 2단계 확충사업 전기공사,전라남도 구례군 상하수도사업소,전라남도 구례군 상하수도사업소,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 14:04(2019/01/21 15:00),,마감
공사,B3201900083-00,일반,안계댐 침투량 측정시설 전기공사,한국수자원공사,한국수자원공사 포항권지사, ,2019/01/16 14:00(2019/01/22 18:00),,한국수자원공사 이동
공사,B3201900082-00,취소,안계댐 침투량 측정시설 전기공사,한국수자원공사,한국수자원공사 포항권지사, ,2019/01/16 14:00(2019/01/22 18:00),,한국수자원공사 이동
용역,20190114160-00,일반,명장초등학교 다목적강당 증축 및 기타 전기, 정보통신, 소방공사 감리용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 13:41(2019/01/22 10:00),마감,마감
용역,20190114827-00,일반,안강제일초 외 1교(Wee센터) 탁구부 훈련장 증축 및 기타공사 전기부문 설계용역,경상북도교육청 경상북도경주교육지원청,경상북도교육청 경상북도경주교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 13:37(2019/01/22 10:00),,마감
공사,20190114807-00,일반,종합운동장 주전기실 기중차단기 등 일부교체공사 수의계약 견적제출 안내공고,울산시설공단,울산시설공단,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 13:29(2019/01/22 10:00),,마감
용역,20190114276-00,일반,함박중 화장실개선 전기공사(통신,소방포함) 설계용역,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 13:24(2019/01/23 10:00),,마감
공사,20190114111-00,일반,명동초등학교 급식실증축 및 기타 전기공사,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,제한경쟁,2019/01/16 13:16(2019/01/24 10:00),,마감
용역,20190114285-00,일반,인동초 석면텍스교체 및 냉난방개선 전기공사(통신,소방포함) 설계용역,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/01/16 13:14(2019/01/23 14:00),,마감
공사,20190114758-00,일반,양동초 외 1교(지평초) 냉난방개선 전기공사,경기도교육청 경기도양평교육지원청,경기도교육청 경기도양평교육지원청,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 12:56(2019/01/22 12:00),,마감
물품,A190010010-00,일반,새울1발 전기팀 전동기 외 2품목 구매,한국수력원자력주식회사,한국수력원자력(주) 새울원자력본부,일반(총액),2019/01/16 12:00(2019/01/24 12:00),,한국수력원자력주식회사 이동
물품,20190113569-00,일반,도예실 구축을 위한 물품 (전기가마 외 5종) 구매 소액수의 견적제출 안내공고,인천광역시교육청 인천과학예술영재학교,인천광역시교육청 인천과학예술영재학교,수의(총액)소액수의,2019/01/16 11:36(2019/01/23 12:00),,마감
물품,20190114396-00,일반,영천문외 아파트 전기공사 1공구 소방용방재장치 구매,조달청 대구지방조달청,한국토지주택공사 대구경북지역본부,제한(총액),2019/01/16 11:29(2019/01/31 12:00),,마감
공사,20190114653-00,일반,2019년 영통구 도로시설물(전기) 유지관리공사,경기도 수원시 영통구,경기도 수원시 영통구,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 11:20(2019/01/21 14:00),,마감
용역,20190114586-00,일반,인천농업기술센터 이전건립 전기공사 감리용역,인천광역시 종합건설본부,인천광역시 종합건설본부,제한경쟁,2019/01/16 11:03(2019/01/24 10:00),,마감
물품,20190114590-00,일반,2019년 위생재료 83그룹 전기수술기용 전극,한국보훈복지의료공단 중앙보훈병원,한국보훈복지의료공단 중앙보훈병원,수의(단가),2019/01/16 11:01(2019/01/16 12:00),,
공사,20190113474-00,일반,전주공고 기계과 실습실 덕트설비 전기공사,전라북도교육청 전라북도전주교육지원청,전라북도교육청 전라북도전주교육지원청,수의(소액),2019/01/16 10:43(2019/01/22 10:00),,마감
기타,공고 오산대학교 제2018-25호-00,일반,소방안전관리과 소방전기결선실습장치 4SET  NCS실험실습기자재 구매,오산대학,오산대학교, ,2019/01/16 10:20(2019/01/23 15:00),,
용역,E011900342-00,일반,국제물류 1-2단계 배전간선 설치공사(8공구, 전기) 감리용역,한국전력공사,재무자재부,제한(총액),2019/01/16 10:13(2019/01/24 15:00),,한국전력공사 이동
공사,E011900345-00,일반,국제물류 1-2단계 배전간선 설치공사(9공구, 전기),한국전력공사,재무자재부,제한경쟁,2019/01/16 10:12(2019/01/24 15:00),,한국전력공사 이동
용역,E011900346-00,일반,국제물류 1-2단계 배전간선 설치공사(9공구, 전기) 감리용역,한국전력공사,재무자재부,제한(총액),2019/01/16 10:11(2019/01/24 15:00),,한국전력공사 이동
공사,E011900340-00,일반,국제물류 1-2단계 배전간선 설치공사(8공구, 전기),한국전력공사,재무자재부,제한경쟁,2019/01/16 10:10(2019/01/24 15:00),,한국전력공사 이동
공사,B3201900099-00,일반,2019년 경기동남권지사 전기방식 보강공사,한국수자원공사,한국수자원공사 경기동남권지사, ,2019/01/16 10:00(2019/01/22 13:00),,한국수자원공사 이동
물품,W190053010-00,일반,월성2발 전기팀 전동기 1품목 구매(S등급/제작),한국수력원자력주식회사,한국수력원자력(주) 월성원자력본부,일반(총액),2019/01/16 10:00(2019/01/24 10:00),,한국수력원자력주식회사 이동
공사,20190114424-00,일반,학생생활관 1동 냉방기 설치(전기),충남대학교 학생생활관,충남대학교 학생생활관,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 09:55(2019/01/18 10:00),,마감
물품,20190113928-00,일반,월곡배수지 건설공사 2단계 전기 및 계측제어용 계장제어장치 구매,조달청 인천지방조달청,경기도 평택시 상하수도사업소,수의(총액)우선구매(조달우수제품),2019/01/16 09:50(2019/01/24 12:00),,
용역,20190114074-00,일반,도산초등학교외 3교 방화셔터 교체 및 기타 전기부문 설계용역 수의견적 제출 공고,경상북도교육청 경상북도구미교육지원청,경상북도교육청 경상북도구미교육지원청,제한경쟁,2019/01/16 09:44(2019/01/22 10:00),,마감
용역,20190114087-00,일반,구미왕산초등학교외 1교 냉난방개선 및 기타 전기설계용역 수의견적 제출 공고,경상북도교육청 경상북도구미교육지원청,경상북도교육청 경상북도구미교육지원청,제한경쟁,2019/01/16 09:42(2019/01/22 10:00),,마감
공사,20190113194-00,일반,남은 농어촌마을하수도 정비공사(전기 및 계측제어),경상북도 성주군,경상북도 성주군,지역제한,2019/01/16 09:37(2019/01/23 10:00),,마감
공사,20190113424-00,일반,서상지구 농촌테마공원조성사업 전기공사,한국농어촌공사 경남지역본부 고성.통영.거제지사,한국농어촌공사 경남지역본부 고성.통영.거제지사,지역제한,2019/01/16 09:35(2019/01/23 12:00),,마감
공사,1900126-01,취소,국제과학비즈니스벨트 거점지구(둔곡) 도시기반 전기공사,한국토지주택공사,한국토지주택공사,제한경쟁,2019/01/16 09:35(2019/01/31 11:00),,한국토지주택공사 이동
공사,20190114365-00,일반,노화북초 교사동 천장교체 전기공사,전라남도교육청 전라남도완도교육지원청,전라남도교육청 전라남도완도교육지원청,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 09:20(2019/01/22 10:00),,마감
물품,20190100406-01,취소,시흥장현 A-11BL 아파트 전기공사 에스컬레이터 구매,조달청 인천지방조달청,한국토지주택공사 광명시흥사업본부,제한(총액),2019/01/16 09:15(2019/01/17 10:00),,
공사,20190114061-00,일반,북부동행정복지센터 주차장 증축공사(전기),경상남도 김해시,경상남도 김해시,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 09:14(2019/01/22 16:00),,마감
공사,20190113897-00,일반,인천대공원 공원등 및 전기시설물 유지보수 공사(연간단가),인천광역시 인천대공원사업소,인천광역시 인천대공원사업소,수의(소액),2019/01/16 09:10(2019/01/24 10:00),,마감
공사,20190108633-01,취소,노화북초 교사동 천장교체 전기공사,전라남도교육청 전라남도완도교육지원청,전라남도교육청 전라남도완도교육지원청,수의(소액)-견적입찰(2인 이상 견적 제출),2019/01/16 09:06(2019/01/16 10:00),,
